Image,corr_res1,target,corr_res2,ss_compat,sr_compat,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,sr_inc,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,thisRow.t,notes,instructions.started,text_2.started,key_resp_3.started,instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trial.started,fixation.started,image_prime.started,key_resp.started,fixation.stopped,trial.stopped,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,trial2.started,text.started,key_resp_2.started,trial2.stopped,trials_2.key_resp_2.keys,trials_2.key_resp_2.corr,trials_2.key_resp_2.rt,trials_2.key_resp_2.duration,begin.started,text_4.started,text_4.stopped,begin.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.key_resp_2.keys,trials.key_resp_2.corr,trials.key_resp_2.rt,trials.key_resp_2.duration,instructions2.started,text_3.started,key_resp_4.started,instructions2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trials_3.key_resp.keys,trials_3.key_resp.corr,trials_3.key_resp.rt,trials_3.key_resp.duration,trials_3.key_resp_2.keys,trials_3.key_resp_2.corr,trials_3.key_resp_2.rt,trials_3.key_resp_2.duration,trials_4.key_resp.keys,trials_4.key_resp.corr,trials_4.key_resp.rt,trials_4.key_resp.duration,trials_4.key_resp_2.keys,trials_4.key_resp_2.corr,trials_4.key_resp_2.rt,trials_4.key_resp_2.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
Faces/CFD-IM-731-223-N.jpg,m,beer,m,C,,104,104,0,m,1,1.3716940999729559,None,m,1,3.893532900023274,None,C,,,,,0,104,104,66,,,,,,,,,318.0112185999751,,,,,,,,,318.0068646,318.0112185999751,318.46319529996254,318.46319529996254,318.5111999999499,319.84503389999736,,,,,319.8461292999564,320.3442045999691,320.3442045999691,324.2446461999789,,,,,,,,,m,1,1.3716940999729559,None,m,1,3.893532900023274,None,,,,,,,,,,,,,,,,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IM-731-223-N.jpg,m,jewelry,n,I,,105,105,0,m,1,0.4242404000251554,None,n,1,0.5661111999652348,None,C,,,,,0,105,105,101,,,,,,,,,324.29657659999793,,,,,,,,,324.291961699957,324.29657659999793,324.7451006999472,324.7451006999472,324.8114560999675,325.1781839999603,,,,,325.17968039994594,325.67749619996175,325.67749619996175,326.2450947999605,,,,,,,,,m,1,0.4242404000251554,None,n,1,0.5661111999652348,None,,,,,,,,,,,,,,,,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IM-738-191-N.jpg,m,dress,n,I,,106,106,0,m,1,0.6666220999904908,None,n,1,0.6037391999852844,None,C,,,,,0,106,106,111,,,,,,,,,326.29792839998845,,,,,,,,,326.29351529997075,326.29792839998845,326.7447232999839,326.7447232999839,326.8113297999953,327.41222879994893,,,,,327.4135296999593,327.9273979999707,327.9273979999707,328.5457843999611,,,,,,,,,m,1,0.6666220999904908,None,n,1,0.6037391999852844,None,,,,,,,,,,,,,,,,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IF-609-408-N.jpg,n,dress,n,C,,107,107,0,n,1,0.5229127000202425,None,n,1,0.4210042999475263,None,C,,,,,0,107,107,27,,,,,,,,,328.59712059999583,,,,,,,,,328.59249789995374,328.59712059999583,329.06121039995924,329.06121039995924,329.1121097999858,329.59495529998094,,,,,329.5950171999866,330.0941005999921,330.0941005999921,330.5278052999638,,,,,,,,,n,1,0.5229127000202425,None,n,1,0.4210042999475263,None,,,,,,,,,,,,,,,,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IF-609-408-N.jpg,n,football,m,I,,108,108,0,n,1,0.4589325999841094,None,m,1,0.39060159999644384,None,C,,,,,0,108,108,59,,,,,,,,,330.5829338999465,,,,,,,,,330.5785406999639,330.5829338999465,331.0284091999638,331.0284091999638,331.09498709999025,331.49521699995967,,,,,331.49662759999046,331.99404219997814,331.99404219997814,332.3945681999903,,,,,,,,,n,1,0.4589325999841094,None,m,1,0.39060159999644384,None,,,,,,,,,,,,,,,,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IM-739-012-N.jpg,m,cigar,m,C,,109,109,0,n,0,1.9288467000005767,None,m,1,1.0856632000068203,None,C,,,,,0,109,109,88,,,,,,,,,332.4464805999887,,,,,,,,,332.441628200002,332.4464805999887,332.89495159999933,332.89495159999933,332.96130399999674,334.8286884999834,,,,,334.83006739994744,335.34400389995426,335.34400389995426,336.4443906999659,,,,,,,,,n,0,1.9288467000005767,None,m,1,1.0856632000068203,None,,,,,,,,,,,,,,,,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IM-728-041-N.jpg,m,cigar,m,C,,110,110,0,m,1,0.467694399994798,None,m,1,0.6885401000035927,None,C,,,,,0,110,110,64,,,,,,,,,336.4977764999494,,,,,,,,,336.4915450999979,336.4977764999494,336.94460009998875,336.94460009998875,337.0111993000028,337.4131093999604,,,,,337.41315599996597,337.92774509999435,337.92774509999435,338.6275781999575,,,,,,,,,m,1,0.467694399994798,None,m,1,0.6885401000035927,None,,,,,,,,,,,,,,,,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IF-608-390-N.jpg,n,doll,n,C,,111,111,0,n,1,1.1822368999710307,None,n,1,1.3306788999470882,None,C,,,,,0,111,111,19,,,,,,,,,338.6827654999797,,,,,,,,,338.6780401999713,338.6827654999797,339.12899329996435,339.12899329996435,339.19437659997493,340.31328299996676,,,,,340.31465189997107,340.8273252999643,340.8273252999643,342.1607251999667,,,,,,,,,n,1,1.1822368999710307,None,n,1,1.3306788999470882,None,,,,,,,,,,,,,,,,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IF-602-134-N.jpg,n,perfume,n,C,,112,112,0,n,1,0.5203865999937989,None,n,1,0.44462949997978285,None,C,,,,,0,112,112,6,,,,,,,,,342.21433079999406,,,,,,,,,342.20944859995507,342.21433079999406,342.6609461999615,342.6609461999615,342.72759959998075,343.19487229996594,,,,,343.1972749999841,343.6938674999983,343.6938674999983,344.1441245999886,,,,,,,,,n,1,0.5203865999937989,None,n,1,0.44462949997978285,None,,,,,,,,,,,,,,,,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IM-728-041-N.jpg,m,football,m,C,,113,113,0,m,1,0.6437462999601848,None,m,1,0.539683100010734,None,C,,,,,0,113,113,65,,,,,,,,,344.20110319997184,,,,,,,,,344.196432799974,344.20110319997184,344.64852429996245,344.64852429996245,344.7109097999637,345.2949976999662,,,,,345.2964307999937,345.81037500000093,345.81037500000093,346.36166279995814,,,,,,,,,m,1,0.6437462999601848,None,m,1,0.539683100010734,None,,,,,,,,,,,,,,,,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IM-736-361-N.jpg,m,perfume,n,I,,114,114,0,m,1,0.46016670000972226,None,n,1,0.6562711999868043,None,C,,,,,0,114,114,102,,,,,,,,,346.4154929999495,,,,,,,,,346.41054009995423,346.4154929999495,346.87755869998364,346.87755869998364,346.9275757999858,347.3460683999583,,,,,347.34754099999554,347.86032409995096,347.86032409995096,348.527394899982,,,,,,,,,m,1,0.46016670000972226,None,n,1,0.6562711999868043,None,,,,,,,,,,,,,,,,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IF-601-519-N.jpg,n,flower,n,C,,115,115,0,n,1,0.7384607000276446,None,n,1,0.6880536000244319,None,C,,,,,0,115,115,2,,,,,,,,,348.5817102000001,,,,,,,,,348.57707759999903,348.5817102000001,349.0276826999616,349.0276826999616,349.09435789997224,349.77786079997895,,,,,349.7804026999511,350.27716149995103,350.27716149995103,350.9779639999615,,,,,,,,,n,1,0.7384607000276446,None,n,1,0.6880536000244319,None,,,,,,,,,,,,,,,,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IF-601-519-N.jpg,n,doll,n,C,,116,116,0,n,1,0.6416477999882773,None,n,1,0.6257453000289388,None,C,,,,,0,116,116,1,,,,,,,,,351.0341579999658,,,,,,,,,351.0295192999765,351.0341579999658,351.477395599999,351.477395599999,351.54464929999085,352.12819099996705,,,,,352.12959869997576,352.6270457999781,352.6270457999781,353.261197099986,,,,,,,,,n,1,0.6416477999882773,None,n,1,0.6257453000289388,None,,,,,,,,,,,,,,,,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IM-728-041-N.jpg,m,lipstick,n,I,,117,117,0,m,1,0.5110304999980144,None,n,1,2.2627579999971204,None,C,,,,,0,117,117,94,,,,,,,,,353.3125239999499,,,,,,,,,353.307628199982,353.3125239999499,353.7607681999798,353.7607681999798,353.8106809000019,354.278569099959,,,,,354.2804067999823,354.79378069995437,354.79378069995437,357.0609185999492,,,,,,,,,m,1,0.5110304999980144,None,n,1,2.2627579999971204,None,,,,,,,,,,,,,,,,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IF-608-390-N.jpg,n,jewelry,n,C,,118,118,0,n,1,0.654438300000038,None,n,1,0.4137965000118129,None,C,,,,,0,118,118,23,,,,,,,,,357.1181005999679,,,,,,,,,357.1126473999466,357.1181005999679,357.5614327999647,357.5614327999647,357.62780029996065,358.22782339999685,,,,,358.2307623999659,358.74386729998514,358.74386729998514,359.1612053999561,,,,,,,,,n,1,0.654438300000038,None,n,1,0.4137965000118129,None,,,,,,,,,,,,,,,,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IM-731-223-N.jpg,m,hammer,m,C,,119,119,0,m,1,0.42751439998392016,None,m,1,0.8803234999650158,None,C,,,,,0,119,119,67,,,,,,,,,359.2086241999641,,,,,,,,,359.2039686999633,359.2086241999641,359.6774046999635,359.6774046999635,359.7106830999837,360.11107309994986,,,,,360.1123430999578,360.6106062999461,360.6106062999461,361.4937690999941,,,,,,,,,m,1,0.42751439998392016,None,m,1,0.8803234999650158,None,,,,,,,,,,,,,,,,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.49384219996864,361.5109816999757,361.5109816999757,392.71030429995153,space,31.189873399969656,None,,,,,,,,,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IM-728-041-N.jpg,n,cigar,m,C,I,0,0,0,n,1,0.5891772999893874,None,m,1,0.721497000020463,None,,,,,,,,,,0,0,0,7,,,,,392.7701662000036,,,,,,,,,392.76549159997376,392.7701662000036,393.21054899995215,393.21054899995215,393.2769432999776,393.81084739998914,,,,,393.8120971999597,394.3272098999587,394.3272098999587,395.0602656999836,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.5891772999893874,None,m,1,0.721497000020463,None,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IM-731-223-N.jpg,n,jewelry,n,I,I,1,1,0,m,0,0.5305042999680154,None,n,1,1.2869783000205643,None,,,,,,,,,,0,1,1,11,,,,,395.10722689999966,,,,,,,,,395.1030128999846,395.10722689999966,395.5603183999774,395.5603183999774,395.6109638999915,396.09384399995906,,,,,396.09524629998486,396.59287409996614,396.59287409996614,397.893353499996,,,,,,,,,,,,,,,,,,,,,,,,m,0,0.5305042999680154,None,n,1,1.2869783000205643,None,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IM-728-041-N.jpg,n,briefcase,m,C,I,2,2,0,n,1,0.7000758000067435,None,m,1,0.7857315000146627,None,,,,,,,,,,0,2,2,6,,,,,397.94253129995195,,,,,,,,,397.9380126000033,397.94253129995195,398.39370889996644,398.39370889996644,398.4437068999978,399.0942109999596,,,,,399.09555339999497,399.59298949997174,399.59298949997174,400.3933283999795,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.7000758000067435,None,m,1,0.7857315000146627,None,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IF-602-134-N.jpg,m,hammer,m,I,I,3,3,0,m,1,2.563144600018859,None,m,1,0.9425785000203177,None,,,,,,,,,,0,3,3,4,,,,,400.4447191999643,,,,,,,,,400.4397881999612,400.4447191999643,400.89367679995485,400.89367679995485,400.9439099999727,403.46085119998315,,,,,403.4621878999751,403.9599491999834,403.9599491999834,404.910173799959,,,,,,,,,,,,,,,,,,,,,,,,m,1,2.563144600018859,None,m,1,0.9425785000203177,None,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IM-731-223-N.jpg,n,dress,n,I,I,4,4,0,m,0,1.2963021000032313,None,n,1,3.1481875000172295,None,,,,,,,,,,0,4,4,9,,,,,404.9610727999825,,,,,,,,,404.95676329999696,404.9610727999825,405.4099251999869,405.4099251999869,405.4768793999683,406.71103129995754,,,,,406.71257609996246,407.2260884999996,407.2260884999996,410.3765487999772,,,,,,,,,,,,,,,,,,,,,,,,m,0,1.2963021000032313,None,n,1,3.1481875000172295,None,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IF-602-134-N.jpg,m,beer,m,I,I,5,5,0,m,1,15.870396599988453,None,m,1,1.1149573000147939,None,,,,,,,,,,0,5,5,3,,,,,410.4256913999561,,,,,,,,,410.42082369996933,410.4256913999561,410.8767838999629,410.8767838999629,410.9265876999707,426.76006869995035,,,,,426.76130259997444,427.25967909995234,427.25967909995234,428.3761522999848,,,,,,,,,,,,,,,,,,,,,,,,m,1,15.870396599988453,None,m,1,1.1149573000147939,None,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IF-601-519-N.jpg,m,doll,n,C,I,6,6,0,m,1,0.9392906000139192,None,n,1,0.5923916000174358,None,,,,,,,,,,0,6,6,1,,,,,428.42332609998994,,,,,,,,,428.4186797000002,428.42332609998994,428.87640109995846,428.87640109995846,428.9266073000035,429.82684059999883,,,,,429.8283598999842,430.3261216999963,430.3261216999963,430.9261409000028,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.9392906000139192,None,n,1,0.5923916000174358,None,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IF-602-134-N.jpg,m,bowtie,m,I,I,7,7,0,m,1,0.6164939999580383,None,m,1,1.0152322000358254,None,,,,,,,,,,0,7,7,5,,,,,430.9777780000004,,,,,,,,,430.97307939996244,430.9777780000004,431.4264266999671,431.4264266999671,431.4763089999906,432.04384359996766,,,,,432.0450755999773,432.55920829996467,432.55920829996467,433.57605999999214,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.6164939999580383,None,m,1,1.0152322000358254,None,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IM-728-041-N.jpg,n,football,m,C,I,8,8,0,n,1,2.223461299960036,None,m,1,0.8002914999960922,None,,,,,,,,,,0,8,8,8,,,,,433.62217919999966,,,,,,,,,433.6180190999876,433.62217919999966,434.07647759997053,434.07647759997053,434.1265752999461,436.30984529998386,,,,,436.3113498999737,436.80940889997873,436.80940889997873,437.6268250999856,,,,,,,,,,,,,,,,,,,,,,,,n,1,2.223461299960036,None,m,1,0.8002914999960922,None,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IF-601-519-N.jpg,m,perfume,n,C,I,9,9,0,m,1,1.5830215000314638,None,n,1,1.2909841000218876,None,,,,,,,,,,0,9,9,0,,,,,437.6715248999535,,,,,,,,,437.6673123999499,437.6715248999535,438.1426733999979,438.1426733999979,438.17659119999735,439.7268258999684,,,,,439.72826969996095,440.242541399959,440.242541399959,441.54286200000206,,,,,,,,,,,,,,,,,,,,,,,,m,1,1.5830215000314638,None,n,1,1.2909841000218876,None,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IM-731-223-N.jpg,n,lipstick,n,I,I,10,10,0,n,1,0.981308699992951,None,m,0,1.030885500018485,None,,,,,,,,,,0,10,10,10,,,,,441.5910434999969,,,,,,,,,441.5860425999854,441.5910434999969,442.0433658999973,442.0433658999973,442.0929285999737,443.02674929995555,,,,,443.0283552999608,443.5258200999815,443.5258200999815,444.55941919999896,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.981308699992951,None,m,0,1.030885500018485,None,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IF-601-519-N.jpg,m,flower,n,C,I,11,11,0,m,1,7.233605499961413,None,m,0,3.892595399986021,None,,,,,,,,,,0,11,11,2,,,,,444.60552399995504,,,,,,,,,444.6008956999867,444.60552399995504,445.0603436999954,445.0603436999954,445.1094774999656,452.31017079995945,,,,,452.311958199949,452.82591559999855,452.82591559999855,456.72602519998327,,,,,,,,,,,,,,,,,,,,,,,,m,1,7.233605499961413,None,m,0,3.892595399986021,None,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.72609999997076,456.7422428999562,458.2933961999952,458.22576319996733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IM-731-223-N.jpg,n,hammer,m,C,I,0,0,0,n,1,1.5985054000047967,None,m,1,0.7521513999672607,None,,,,,,,,,,,,,,0,0,0,67,458.2933961999952,,,,,,,,,458.28866619995097,458.2933961999952,458.726364299946,458.726364299946,458.7930496999761,460.3268421999528,,,,,460.3281233999878,460.84202109999023,460.84202109999023,461.6094840999576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.5985054000047967,None,m,1,0.7521513999672607,None,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IM-739-012-N.jpg,n,cigar,m,C,I,1,1,0,n,1,0.7081432999693789,None,m,1,0.6700765000423416,None,,,,,,,,,,,,,,0,1,1,88,461.66271720000077,,,,,,,,,461.65808859997196,461.66271720000077,462.109310299973,462.109310299973,462.17578059999505,462.8268587999628,,,,,462.8284656999749,463.3418773000012,463.3418773000012,464.0258500999771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.7081432999693789,None,m,1,0.6700765000423416,None,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IF-609-408-N.jpg,m,beer,m,I,I,2,2,0,m,1,1.1634833000134677,None,m,1,1.0174643999780528,None,,,,,,,,,,,,,,0,2,2,54,464.0781100000022,,,,,,,,,464.07309699995676,464.0781100000022,464.5263522999594,464.5263522999594,464.59289969998645,465.6929262999911,,,,,465.69410589995096,466.20832629996585,466.20832629996585,467.24227329995483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,1.1634833000134677,None,m,1,1.0174643999780528,None,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IM-738-191-N.jpg,n,flower,n,I,I,3,3,0,n,1,1.7509062999743037,None,n,1,1.656583399977535,None,,,,,,,,,,,,,,0,3,3,110,467.29663909994997,,,,,,,,,467.29231379996054,467.29663909994997,467.74256479996257,467.74256479996257,467.8091074999538,469.49436529999366,,,,,469.49666569998953,470.00827029999346,470.00827029999346,471.6756785999751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.7509062999743037,None,n,1,1.656583399977535,None,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IM-736-361-N.jpg,n,briefcase,m,C,I,4,4,0,n,1,1.533787399996072,None,m,1,1.282988800026942,None,,,,,,,,,,,,,,0,4,4,75,471.7287481999956,,,,,,,,,471.72411349997856,471.7287481999956,472.175561299955,472.175561299955,472.24309139995603,473.70975109998835,,,,,473.7126864999882,474.22535389999393,474.22535389999393,475.5094956999528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.533787399996072,None,m,1,1.282988800026942,None,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IM-739-012-N.jpg,n,doll,n,I,I,5,5,0,n,1,0.8121596000273712,None,n,1,1.1788498000241816,None,,,,,,,,,,,,,,0,5,5,115,475.55891029996565,,,,,,,,,475.55424239998683,475.55891029996565,476.0256180999568,476.0256180999568,476.05902099999366,476.84260649996577,,,,,476.84401739999885,477.341858699976,477.341858699976,478.5260342999827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.8121596000273712,None,n,1,1.1788498000241816,None,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IF-608-390-N.jpg,m,dress,n,C,I,6,6,0,m,1,1.0372966999420896,None,n,1,0.7709967999835499,None,,,,,,,,,,,,,,0,6,6,21,478.5803801000002,,,,,,,,,478.57576939999126,478.5803801000002,479.0257382999989,479.0257382999989,479.09264899999835,480.076537499961,,,,,480.0780325999949,480.5917179999524,480.5917179999524,481.37546189996647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,1.0372966999420896,None,n,1,0.7709967999835499,None,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IF-602-134-N.jpg,m,cigar,m,I,I,7,7,0,m,1,1.1957485000020824,None,m,1,0.8366604999755509,None,,,,,,,,,,,,,,0,7,7,40,481.42854870000156,,,,,,,,,481.42412029998377,481.42854870000156,481.87523399997735,481.87523399997735,481.9429186999914,483.0757681999821,,,,,483.07781129999785,483.57500509999227,483.57500509999227,484.4257715999847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,1.1957485000020824,None,m,1,0.8366604999755509,None,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IM-738-191-N.jpg,n,perfume,n,I,I,8,8,0,n,1,0.7842043999698944,None,n,1,0.9389253999688663,None,,,,,,,,,,,,,,0,8,8,108,484.4817374999984,,,,,,,,,484.4770314999623,484.4817374999984,484.9256073999568,484.9256073999568,484.9922135999659,485.72585419996176,,,,,485.72765779995825,486.2271585999988,486.2271585999988,487.1752660999773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.7842043999698944,None,n,1,0.9389253999688663,None,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IF-608-390-N.jpg,m,lipstick,n,C,I,9,9,0,m,1,1.1122964000096545,None,n,1,0.986880500044208,None,,,,,,,,,,,,,,0,9,9,22,487.2301517999731,,,,,,,,,487.2248372999602,487.2301517999731,487.67541089997394,487.67541089997394,487.74237519997405,488.7933981999522,,,,,488.7952086000005,489.2921420999919,489.2921420999919,490.2928382999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,1.1122964000096545,None,n,1,0.986880500044208,None,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IF-605-066-N.jpg,m,cigar,m,I,I,10,10,0,m,1,0.8503491000155918,None,m,1,0.9763452999759465,None,,,,,,,,,,,,,,0,10,10,46,490.34432469995227,,,,,,,,,490.3401482999907,490.34432469995227,490.80877239996335,490.80877239996335,490.858918599959,491.65972139994847,,,,,491.6610410999856,492.1748952999478,492.1748952999478,493.1585281000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.8503491000155918,None,m,1,0.9763452999759465,None,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
Faces/CFD-IF-602-134-N.jpg,m,doll,n,C,I,11,11,0,m,1,0.9424317000084557,None,n,1,0.8432222999981605,None,,,,,,,,,,,,,,0,11,11,7,493.2154436999699,,,,,,,,,493.20918499998515,493.2154436999699,493.65877189999446,493.65877189999446,493.72547439998016,494.6088172000018,,,,,494.6101270999643,495.107962399954,495.107962399954,495.9584384999471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,0.9424317000084557,None,n,1,0.8432222999981605,None,755668,001,2025-11-24_02h22.23.587,soloProject,,2025.1.1,60.31133921389025,2025-11-24 02h22.24.863926 +0530,
