word,colour,correct_res,stim_condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,text_2.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,fixation.started,fixation.stopped,key_resp.started,text.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,text.stopped,thanks.started,text_3.started,text_3.stopped,thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
RED,red,r,C,314,2,78,r,1,0.5251363,None,78,2,314,0,438.1754184,,,,,,,,,438.1603342,438.1754184,438.6586752,438.6586752,438.6586752,439.1924995,r,1,0.5251363,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,315,3,78,b,0,0.5589807,None,78,3,315,2,439.2088958,,,,,,,,,439.1940856,439.2088958,439.6916556,439.6916556,439.6916556,440.2589787,b,0,0.5589807,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,316,0,79,r,0,0.846453,None,79,0,316,1,440.275493,,,,,,,,,440.2606738,440.275493,440.7588468,440.7588468,440.7588468,441.6090298,r,0,0.846453,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,317,1,79,r,1,0.8613958,None,79,1,317,0,441.6255744,,,,,,,,,441.6093122,441.6255744,442.1088213,442.1088213,442.1088213,442.9755974,r,1,0.8613958,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,318,2,79,b,1,0.6231351,None,79,2,318,3,442.9917593,,,,,,,,,442.9773066,442.9917593,443.4756584,443.4756584,443.4756584,444.1087611,b,1,0.6231351,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,319,3,79,r,1,2.401302,None,79,3,319,2,444.1250971,,,,,,,,,444.109036,444.1250971,444.6085993,444.6085993,444.6085993,447.0255797,r,1,2.401302,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,320,0,80,b,1,0.4922913,None,80,0,320,3,447.0419298,,,,,,,,,447.0258566,447.0419298,447.5253127,447.5253127,447.5253127,448.0253246,b,1,0.4922913,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,321,1,80,r,1,0.6256183,None,80,1,321,0,448.041663,,,,,,,,,448.0269611,448.041663,448.5252016,448.5252016,448.5252016,449.1588589,r,1,0.6256183,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,322,2,80,r,1,0.7441018,None,80,2,322,2,449.1754138,,,,,,,,,449.1608532,449.1754138,449.6584497,449.6584497,449.6584497,450.4089972,r,1,0.7441018,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,323,3,80,b,1,1.2846095,None,80,3,323,1,450.4252504,,,,,,,,,450.410522,450.4252504,450.9088202,450.9088202,450.9088202,452.2084667,b,1,1.2846095,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,324,0,81,r,1,0.4819509,None,81,0,324,0,452.2249695,,,,,,,,,452.2087366,452.2249695,452.7086423,452.7086423,452.7086423,453.1921064,r,1,0.4819509,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,325,1,81,b,1,0.8789821,None,81,1,325,1,453.2080612,,,,,,,,,453.1923821,453.2080612,453.6915722,453.6915722,453.6915722,454.5750749,b,1,0.8789821,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,326,2,81,b,1,0.4992614,None,81,2,326,3,454.5916922,,,,,,,,,454.5766725,454.5916922,455.0749345,455.0749345,455.0749345,455.5756895,b,1,0.4992614,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,327,3,81,r,1,0.6982483,None,81,3,327,2,455.5915098,,,,,,,,,455.576054,455.5915098,456.0752505,456.0752505,456.0752505,456.7750244,r,1,0.6982483,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,328,0,82,r,1,0.7885814,None,82,0,328,2,456.791576,,,,,,,,,456.7753084,456.791576,457.2752503,457.2752503,457.2752503,458.075526,r,1,0.7885814,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,329,1,82,r,1,0.5248231,None,82,1,329,0,458.0918558,,,,,,,,,458.0771126,458.0918558,458.5750145,458.5750145,458.5750145,459.1090917,r,1,0.5248231,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,330,2,82,b,1,0.8052164,None,82,2,330,1,459.1256508,,,,,,,,,459.1093518,459.1256508,459.6091841,459.6091841,459.6091841,460.4252579,b,1,0.8052164,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,331,3,82,b,1,0.5321956,None,82,3,331,3,460.441267,,,,,,,,,460.4270297,460.441267,460.9249572,460.9249572,460.9249572,461.4586595,b,1,0.5321956,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,332,0,83,r,1,0.5893951,None,83,0,332,2,461.4751788,,,,,,,,,461.4589262,461.4751788,461.9582499,461.9582499,461.9582499,462.5587623,r,1,0.5893951,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,333,1,83,b,1,0.5652117,None,83,1,333,1,462.5750615,,,,,,,,,462.5603917,462.5750615,463.0582326,463.0582326,463.0582326,463.6250325,b,1,0.5652117,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,334,2,83,b,1,0.5425639,None,83,2,334,3,463.6417641,,,,,,,,,463.6268328,463.6417641,464.1247905,464.1247905,464.1247905,464.6754697,b,1,0.5425639,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,335,3,83,r,1,0.5445615,None,83,3,335,0,464.6917494,,,,,,,,,464.6770639,464.6917494,465.1748561,465.1748561,465.1748561,465.725132,r,1,0.5445615,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,336,0,84,r,1,0.8092036,None,84,0,336,2,465.7413626,,,,,,,,,465.7267206,465.7413626,466.2249331,466.2249331,466.2249331,467.0420489,r,1,0.8092036,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,337,1,84,r,1,0.4444672,None,84,1,337,0,467.058427,,,,,,,,,467.0438067,467.058427,467.5413799,467.5413799,467.5413799,467.9916616,r,1,0.4444672,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,338,2,84,b,1,0.7559185,None,84,2,338,1,468.0080605,,,,,,,,,467.9919441,468.0080605,468.4913613,468.4913613,468.4913613,469.2585019,b,1,0.7559185,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,339,3,84,b,1,0.5140571,None,84,3,339,3,469.2750497,,,,,,,,,469.2602173,469.2750497,469.7582956,469.7582956,469.7582956,470.2750711,b,1,0.5140571,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,340,0,85,b,1,0.5321117,None,85,0,340,3,470.2913717,,,,,,,,,470.2753359,470.2913717,470.7748108,470.7748108,470.7748108,471.3084905,b,1,0.5321117,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,341,1,85,r,1,0.5495405,None,85,1,341,0,471.3247268,,,,,,,,,471.3102084,471.3247268,471.8084366,471.8084366,471.8084366,472.3586439,r,1,0.5495405,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,342,2,85,b,1,0.8956071,None,85,2,342,1,472.3748325,,,,,,,,,472.3589189,472.3748325,472.8579126,472.8579126,472.8579126,473.7586314,b,1,0.8956071,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,343,3,85,r,1,1.0095719,None,85,3,343,2,473.7748187,,,,,,,,,473.7601341,473.7748187,474.2585622,474.2585622,474.2585622,475.2751196,r,1,1.0095719,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,344,0,86,b,1,0.5629404,None,86,0,344,3,475.2916821,,,,,,,,,475.2753833,475.2916821,475.7746113,475.7746113,475.7746113,476.3418781,b,1,0.5629404,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,345,1,86,r,1,0.546628,None,86,1,345,0,476.357703,,,,,,,,,476.3436205,476.357703,476.8412358,476.8412358,476.8412358,477.3918494,r,1,0.546628,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,346,2,86,b,1,0.7431672,None,86,2,346,1,477.4082721,,,,,,,,,477.3921163,477.4082721,477.8911187,477.8911187,477.8911187,478.6418135,b,1,0.7431672,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,347,3,86,r,1,1.5988366,None,86,3,347,2,478.6579751,,,,,,,,,478.6435029,478.6579751,479.1412676,479.1412676,479.1412676,480.741625,r,1,1.5988366,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,348,0,87,r,1,0.5468622,None,87,0,348,0,480.7578609,,,,,,,,,480.7430549,480.7578609,481.2414852,481.2414852,481.2414852,481.7914095,r,1,0.5468622,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,349,1,87,b,1,0.5485092,None,87,1,349,3,481.807851,,,,,,,,,481.7931476,481.807851,482.2911797,482.2911797,482.2911797,482.8412269,b,1,0.5485092,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,350,2,87,b,1,0.4591343,None,87,2,350,1,482.8579228,,,,,,,,,482.8426191,482.8579228,483.3415177,483.3415177,483.3415177,483.8083259,b,1,0.4591343,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,351,3,87,r,1,0.7646502,None,87,3,351,2,483.824836,,,,,,,,,483.8099772,483.824836,484.3078795,484.3078795,484.3078795,485.0744243,r,1,0.7646502,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,352,0,88,r,1,0.3539806,None,88,0,352,0,485.0911149,,,,,,,,,485.0758547,485.0911149,485.5748309,485.5748309,485.5748309,485.9415419,r,1,0.3539806,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,353,1,88,r,1,0.8992388,None,88,1,353,2,485.9579503,,,,,,,,,485.943462,485.9579503,486.4409501,486.4409501,486.4409501,487.3417511,r,1,0.8992388,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,354,2,88,b,1,0.6820244,None,88,2,354,1,487.3575775,,,,,,,,,487.3432638,487.3575775,487.8410862,487.8410862,487.8410862,488.524732,b,1,0.6820244,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,355,3,88,b,1,0.6774019,None,88,3,355,3,488.5410755,,,,,,,,,488.526361,488.5410755,489.0247792,489.0247792,489.0247792,489.7084384,b,1,0.6774019,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,356,0,89,b,1,0.4859562,None,89,0,356,3,489.7246508,,,,,,,,,489.7087091,489.7246508,490.2080727,490.2080727,490.2080727,490.708075,b,1,0.4859562,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,357,1,89,r,0,0.5745698,None,89,1,357,1,490.7242627,,,,,,,,,490.709556,490.7242627,491.2078076,491.2078076,491.2078076,491.7913701,r,0,0.5745698,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,358,2,89,r,1,1.2791238,None,89,2,358,0,491.8073614,,,,,,,,,491.7916364,491.8073614,492.2914392,492.2914392,492.2914392,493.5746303,r,1,1.2791238,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,359,3,89,r,1,0.4332764,None,89,3,359,2,493.5910462,,,,,,,,,493.5760462,493.5910462,494.0744184,494.0744184,494.0744184,494.5081785,r,1,0.4332764,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,360,0,90,r,1,0.7391322,None,90,0,360,2,494.5246715,,,,,,,,,494.5084636,494.5246715,495.0077688,495.0077688,495.0077688,495.7587085,r,1,0.7391322,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,361,1,90,r,1,0.472431,None,90,1,361,0,495.7742143,,,,,,,,,495.7601744,495.7742143,496.2579583,496.2579583,496.2579583,496.7411424,r,1,0.472431,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,362,2,90,b,1,0.4822525,None,90,2,362,1,496.7579588,,,,,,,,,496.7414166,496.7579588,497.2408493,497.2408493,497.2408493,497.7247036,b,1,0.4822525,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,363,3,90,b,1,0.449193,None,90,3,363,3,497.740722,,,,,,,,,497.7264026,497.740722,498.2242708,498.2242708,498.2242708,498.6749944,b,1,0.449193,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,364,0,91,r,1,0.7736441,None,91,0,364,0,498.6908782,,,,,,,,,498.67646,498.6908782,499.174369,499.174369,499.174369,499.9580789,r,1,0.7736441,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,365,1,91,b,1,0.9322327,None,91,1,365,1,499.9742908,,,,,,,,,499.9583759,499.9742908,500.4574932,500.4574932,500.4574932,501.3912378,b,1,0.9322327,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,366,2,91,b,1,0.4948721,None,91,2,366,3,501.4076281,,,,,,,,,501.3933902,501.4076281,501.8911851,501.8911851,501.8911851,502.3915013,b,1,0.4948721,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,367,3,91,r,1,0.7040756,None,91,3,367,2,502.4078838,,,,,,,,,502.3917762,502.4078838,502.8908401,502.8908401,502.8908401,503.6077897,r,1,0.7040756,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,368,0,92,r,1,0.550782,None,92,0,368,0,503.6242899,,,,,,,,,503.6091681,503.6242899,504.1076196,504.1076196,504.1076196,504.6744846,r,1,0.550782,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,369,1,92,b,1,1.0350271,None,92,1,369,1,504.6909357,,,,,,,,,504.6747615,504.6909357,505.1744927,505.1744927,505.1744927,506.2250966,b,1,1.0350271,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,370,2,92,r,1,1.7920819,None,92,2,370,2,506.2408328,,,,,,,,,506.227132,506.2408328,506.7244467,506.7244467,506.7244467,508.5243266,r,1,1.7920819,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,371,3,92,b,1,1.9574294,None,92,3,371,3,508.5407814,,,,,,,,,508.5246026,508.5407814,509.0240947,509.0240947,509.0240947,510.9911482,b,1,1.9574294,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,372,0,93,r,0,0.738608,None,93,0,372,1,511.0076251,,,,,,,,,510.9926222,511.0076251,511.4907414,511.4907414,511.4907414,512.241395,r,0,0.738608,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,373,1,93,r,1,1.1389665,None,93,1,373,2,512.2577366,,,,,,,,,512.2431485,512.2577366,512.7573378,512.7573378,512.7573378,513.9075309,r,1,1.1389665,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,374,2,93,b,1,0.7959078,None,93,2,374,3,513.9240012,,,,,,,,,513.9078066,513.9240012,514.4074276,514.4074276,514.4074276,515.2080863,b,1,0.7959078,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,375,3,93,r,1,0.7319333,None,93,3,375,0,515.2237231,,,,,,,,,515.2095611,515.2237231,515.7081043,515.7081043,515.7081043,516.4411039,r,1,0.7319333,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,376,0,94,r,1,0.5221196,None,94,0,376,0,516.45722,,,,,,,,,516.4414105,516.45722,516.9409651,516.9409651,516.9409651,517.4746799,r,1,0.5221196,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,377,1,94,b,1,1.4735338,None,94,1,377,3,517.4906201,,,,,,,,,517.4764861,517.4906201,517.9740924,517.9740924,517.9740924,519.4577863,b,1,1.4735338,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,378,2,94,r,0,0.7794042,None,94,2,378,1,519.4743018,,,,,,,,,519.4592804,519.4743018,519.9576022,519.9576022,519.9576022,520.7409192,r,0,0.7794042,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,379,3,94,r,1,5.6668185,None,94,3,379,2,520.7571464,,,,,,,,,520.7439693,520.7571464,521.2406432,521.2406432,521.2406432,526.9078753,r,1,5.6668185,None,526.2407991,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,380,0,95,r,1,0.8657431,None,95,0,380,2,526.923874,,,,,,,,,526.9087256,526.923874,527.4075053,527.4075053,527.4075053,528.2748329,r,1,0.8657431,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,381,1,95,r,1,0.7787722,None,95,1,381,0,528.2900504,,,,,,,,,528.2763361,528.2900504,528.7737936,528.7737936,528.7737936,529.5573483,r,1,0.7787722,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,382,2,95,b,1,1.092439,None,95,2,382,1,529.5745375,,,,,,,,,529.5576754,529.5745375,530.0571259,530.0571259,530.0571259,531.1577527,b,1,1.092439,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,383,3,95,b,1,0.6616468,None,95,3,383,3,531.1742216,,,,,,,,,531.1596126,531.1742216,531.656999,531.656999,531.656999,532.3248218,b,1,0.6616468,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,384,0,96,r,1,0.5617267,None,96,0,384,2,532.3408166,,,,,,,,,532.3251016,532.3408166,532.8241149,532.8241149,532.8241149,533.3907764,r,1,0.5617267,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,385,1,96,r,1,0.5950485,None,96,1,385,0,533.4071439,,,,,,,,,533.3922691,533.4071439,533.8901681,533.8901681,533.8901681,534.4906308,r,1,0.5950485,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,386,2,96,b,1,1.4608847,None,96,2,386,3,534.5070152,,,,,,,,,534.4919822,534.5070152,534.9902329,534.9902329,534.9902329,536.4574787,b,1,1.4608847,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,387,3,96,b,1,0.6852763,None,96,3,387,1,536.4742136,,,,,,,,,536.4597637,536.4742136,536.9570017,536.9570017,536.9570017,537.6573308,b,1,0.6852763,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,388,0,97,b,1,0.5540932,None,97,0,388,3,537.673633,,,,,,,,,537.6591322,537.673633,538.1574113,538.1574113,538.1574113,538.7243932,b,1,0.5540932,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,389,1,97,r,1,0.6711707,None,97,1,389,2,538.7406114,,,,,,,,,538.7246609,538.7406114,539.2237522,539.2237522,539.2237522,539.9073664,r,1,0.6711707,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,390,2,97,r,1,0.7325363,None,97,2,390,0,539.9232875,,,,,,,,,539.9089475,539.9232875,540.4068945,540.4068945,540.4068945,541.1410058,r,1,0.7325363,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,391,3,97,b,1,0.7066533,None,97,3,391,1,541.1573684,,,,,,,,,541.1412843,541.1573684,541.6398704,541.6398704,541.6398704,542.3575218,b,1,0.7066533,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,392,0,98,b,1,0.7197431,None,98,0,392,3,542.3736964,,,,,,,,,542.3592662,542.3736964,542.8569787,542.8569787,542.8569787,543.5908923,b,1,0.7197431,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,393,1,98,b,1,0.6707814,None,98,1,393,1,543.6074352,,,,,,,,,543.5924661,543.6074352,544.0905439,544.0905439,544.0905439,544.7741313,b,1,0.6707814,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,394,2,98,r,1,0.5394968,None,98,2,394,2,544.7906024,,,,,,,,,544.7755321,544.7906024,545.2738993,545.2738993,545.2738993,545.8238271,r,1,0.5394968,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,395,3,98,r,1,0.4972202,None,98,3,395,0,545.8402106,,,,,,,,,545.8254148,545.8402106,546.3235153,546.3235153,546.3235153,546.8247782,r,1,0.4972202,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,396,0,99,b,1,0.7469138,None,99,0,396,1,546.8400793,,,,,,,,,546.8250555,546.8400793,547.3408474,547.3408474,547.3408474,548.0904101,b,1,0.7469138,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,397,1,99,b,1,0.5642718,None,99,1,397,3,548.1068816,,,,,,,,,548.0918218,548.1068816,548.5901881,548.5901881,548.5901881,549.1573556,b,1,0.5642718,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
