word,colour,correct_res,stim_condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,text_2.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,fixation.started,fixation.stopped,key_resp.started,text.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,text.stopped,thanks.started,text_3.started,text_3.stopped,thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
BLUE,blue,b,C,230,2,57,b,1,0.6227115,None,57,2,230,3,325.7602608,,,,,,,,,325.7451217,325.7602608,326.2437879,326.2437879,326.2437879,326.8775856,b,1,0.6227115,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,231,3,57,r,1,1.2136262,None,57,3,231,0,326.8938342,,,,,,,,,326.8791234,326.8938342,327.3773114,327.3773114,327.3773114,328.59391,r,1,1.2136262,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,232,0,58,r,1,0.5135924,None,58,0,232,0,328.6101175,,,,,,,,,328.5942094,328.6101175,329.0933915,329.0933915,329.0933915,329.6107818,r,1,0.5135924,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,233,1,58,r,1,0.7603506,None,58,1,233,2,329.6271523,,,,,,,,,329.6122639,329.6271523,330.1105259,330.1105259,330.1105259,330.8774894,r,1,0.7603506,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,234,2,58,b,1,0.9213621,None,58,2,234,3,330.8936016,,,,,,,,,330.8777554,330.8936016,331.3768762,331.3768762,331.3768762,332.310514,b,1,0.9213621,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,235,3,58,b,1,0.5296085,None,58,3,235,1,332.3265636,,,,,,,,,332.312104,332.3265636,332.8101156,332.8101156,332.8101156,333.343398,b,1,0.5296085,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,236,0,59,b,1,0.528714,None,59,0,236,3,333.3599509,,,,,,,,,333.3447539,333.3599509,333.8437422,333.8437422,333.8437422,334.3771838,b,1,0.528714,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,237,1,59,r,1,0.5080473,None,59,1,237,0,334.3934605,,,,,,,,,334.3791578,334.3934605,334.8769758,334.8769758,334.8769758,335.3940412,r,1,0.5080473,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,238,2,59,r,1,0.8318826,None,59,2,238,2,335.4104359,,,,,,,,,335.3956872,335.4104359,335.8934426,335.8934426,335.8934426,336.7277009,r,1,0.8318826,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,239,3,59,b,1,0.4691278,None,59,3,239,1,336.743312,,,,,,,,,336.7293807,336.743312,337.2433865,337.2433865,337.2433865,337.727065,b,1,0.4691278,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,240,0,60,b,1,0.463304,None,60,0,240,3,337.7434155,,,,,,,,,337.7288435,337.7434155,338.2270716,338.2270716,338.2270716,338.6935165,b,1,0.463304,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,241,1,60,r,1,0.6340055,None,60,1,241,0,338.7097938,,,,,,,,,338.6949955,338.7097938,339.1936615,339.1936615,339.1936615,339.8279034,r,1,0.6340055,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,242,2,60,b,1,0.8340687,None,60,2,242,1,339.84371,,,,,,,,,339.8282169,339.84371,340.3436404,340.3436404,340.3436404,341.1939744,b,1,0.8340687,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,243,3,60,r,1,0.5129572,None,60,3,243,2,341.2103135,,,,,,,,,341.1954361,341.2103135,341.6931937,341.6931937,341.6931937,342.2104234,r,1,0.5129572,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,244,0,61,r,1,0.467328,None,61,0,244,0,342.2268667,,,,,,,,,342.2118714,342.2268667,342.7100169,342.7100169,342.7100169,343.1937405,r,1,0.467328,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,245,1,61,b,1,0.855055,None,61,1,245,3,343.2101149,,,,,,,,,343.1953056,343.2101149,343.6933872,343.6933872,343.6933872,344.5604341,b,1,0.855055,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,246,2,61,r,1,0.7441829,None,61,2,246,2,344.5767002,,,,,,,,,344.5607015,344.5767002,345.0599432,345.0599432,345.0599432,345.8106204,r,1,0.7441829,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,247,3,61,b,1,1.0391433,None,61,3,247,1,345.8269532,,,,,,,,,345.8123571,345.8269532,346.3269442,346.3269442,346.3269442,347.3772767,b,1,1.0391433,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,248,0,62,b,1,0.6058718,None,62,0,248,3,347.3929518,,,,,,,,,347.3788136,347.3929518,347.876328,347.876328,347.876328,348.4935465,b,1,0.6058718,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,249,1,62,b,1,0.5666006,None,62,1,249,1,348.5099136,,,,,,,,,348.4952161,348.5099136,348.9934626,348.9934626,348.9934626,349.5604704,b,1,0.5666006,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,250,2,62,r,1,0.8353999,None,62,2,250,0,349.5768595,,,,,,,,,349.5607981,349.5768595,350.059823,350.059823,350.059823,350.9105682,r,1,0.8353999,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,251,3,62,b,0,0.7428993,None,62,3,251,2,350.9268633,,,,,,,,,350.9122411,350.9268633,351.4265421,351.4265421,351.4265421,352.1766964,b,0,0.7428993,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,252,0,63,r,1,2.1681645,None,63,0,252,0,352.1935072,,,,,,,,,352.178037,352.1935072,352.6768194,352.6768194,352.6768194,354.8601549,r,1,2.1681645,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,253,1,63,b,1,0.5676332,None,63,1,253,3,354.8768145,,,,,,,,,354.861818,354.8768145,355.3601414,355.3601414,355.3601414,355.9437792,b,1,0.5676332,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,254,2,63,b,1,1.8663722,None,63,2,254,1,355.9601291,,,,,,,,,355.9454719,355.9601291,356.4434178,356.4434178,356.4434178,358.3101952,b,1,1.8663722,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,255,3,63,r,1,0.46772,None,63,3,255,2,358.3267451,,,,,,,,,358.3116546,358.3267451,358.8100896,358.8100896,358.8100896,359.2933059,r,1,0.46772,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,256,0,64,b,1,0.6792966,None,64,0,256,3,359.3097126,,,,,,,,,359.2935739,359.3097126,359.7938571,359.7938571,359.7938571,360.4768755,b,1,0.6792966,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,257,1,64,r,1,0.629268,None,64,1,257,0,360.4930527,,,,,,,,,360.4784475,360.4930527,360.9761857,360.9761857,360.9761857,361.6103028,r,1,0.629268,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,258,2,64,b,1,0.663436,None,64,2,258,1,361.6266722,,,,,,,,,361.6105677,361.6266722,362.1097517,362.1097517,362.1097517,362.776822,b,1,0.663436,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,259,3,64,r,1,0.584662,None,64,3,259,2,362.7931845,,,,,,,,,362.7784246,362.7931845,363.2764278,363.2764278,363.2764278,363.8772888,r,1,0.584662,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,260,0,65,r,1,0.4938614,None,65,0,260,2,363.89316,,,,,,,,,363.8775804,363.89316,364.3772238,364.3772238,364.3772238,364.876968,r,1,0.4938614,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,261,1,65,r,1,0.4123824,None,65,1,261,0,364.8932681,,,,,,,,,364.8785015,364.8932681,365.3766342,365.3766342,365.3766342,365.793305,r,1,0.4123824,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,262,2,65,b,1,0.3991949,None,65,2,262,1,365.8106499,,,,,,,,,365.7935718,365.8106499,366.2930022,366.2930022,366.2930022,366.6937736,b,1,0.3991949,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,263,3,65,b,1,0.4565019,None,65,3,263,3,366.7099542,,,,,,,,,366.6953129,366.7099542,367.193002,367.193002,367.193002,367.6599031,b,1,0.4565019,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,264,0,66,r,1,0.759148,None,66,0,264,2,367.6763561,,,,,,,,,367.6602118,367.6763561,368.1595786,368.1595786,368.1595786,368.9265981,r,1,0.759148,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,265,1,66,b,1,0.9800975,None,66,1,265,3,368.9434913,,,,,,,,,368.9268896,368.9434913,369.4263695,369.4263695,369.4263695,370.410058,b,1,0.9800975,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,266,2,66,r,1,0.6551346,None,66,2,266,0,370.4267577,,,,,,,,,370.4117978,370.4267577,370.9096934,370.9096934,370.9096934,371.5768607,r,1,0.6551346,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,267,3,66,b,1,0.761653,None,66,3,267,1,371.592994,,,,,,,,,371.5771404,371.592994,372.0761862,372.0761862,372.0761862,372.8435457,b,1,0.761653,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,268,0,67,b,1,0.7997914,None,67,0,268,3,372.8598969,,,,,,,,,372.8451668,372.8598969,373.3427474,373.3427474,373.3427474,374.143242,b,1,0.7997914,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,269,1,67,r,1,0.5282536,None,67,1,269,0,374.1593622,,,,,,,,,374.1448017,374.1593622,374.6428919,374.6428919,374.6428919,375.1767803,r,1,0.5282536,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,270,2,67,b,1,0.7694603,None,67,2,270,1,375.1928645,,,,,,,,,375.1770503,375.1928645,375.6764914,375.6764914,375.6764914,376.4607202,b,1,0.7694603,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,271,3,67,r,1,0.7485382,None,67,3,271,2,376.476185,,,,,,,,,376.4623387,376.476185,376.9768524,376.9768524,376.9768524,377.7269852,r,1,0.7485382,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,272,0,68,r,1,1.3751575,None,68,0,272,2,377.7426377,,,,,,,,,377.7272497,377.7426377,378.2258609,378.2258609,378.2258609,379.6101011,r,1,1.3751575,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,273,1,68,r,1,0.5466338,None,68,1,273,0,379.6261108,,,,,,,,,379.6118751,379.6261108,380.1097462,380.1097462,380.1097462,380.6596017,r,1,0.5466338,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,274,2,68,b,1,0.9949874,None,68,2,274,1,380.6763608,,,,,,,,,380.6598653,380.6763608,381.1595479,381.1595479,381.1595479,382.1600126,b,1,0.9949874,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,275,3,68,b,1,0.6321489,None,68,3,275,3,382.1761481,,,,,,,,,382.1614426,382.1761481,382.6595527,382.6595527,382.6595527,383.2925088,b,1,0.6321489,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,276,0,69,r,1,0.7980169,None,69,0,276,2,383.3093036,,,,,,,,,383.2927977,383.3093036,383.7926682,383.7926682,383.7926682,384.5927794,r,1,0.7980169,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,277,1,69,b,1,2.0469697,None,69,1,277,3,384.6092798,,,,,,,,,384.5930483,384.6092798,385.0928914,385.0928914,385.0928914,387.1470045,b,1,2.0469697,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,278,2,69,b,1,0.6657498,None,69,2,278,1,387.1593047,,,,,,,,,387.1487609,387.1593047,387.6594792,387.6594792,387.6594792,388.3268104,b,1,0.6657498,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,279,3,69,r,1,0.9936708,None,69,3,279,0,388.3425032,,,,,,,,,388.3270896,388.3425032,388.8256859,388.8256859,388.8256859,389.826596,r,1,0.9936708,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,280,0,70,r,1,1.4988414,None,70,0,280,2,389.8429904,,,,,,,,,389.8283557,389.8429904,390.3260264,390.3260264,390.3260264,391.8263854,r,1,1.4988414,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,281,1,70,b,1,0.6369893,None,70,1,281,3,391.8422308,,,,,,,,,391.826652,391.8422308,392.3259562,392.3259562,392.3259562,392.9765957,b,1,0.6369893,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,282,2,70,b,1,0.9488202,None,70,2,282,1,392.9928281,,,,,,,,,392.9782048,392.9928281,393.4762259,393.4762259,393.4762259,394.4266323,b,1,0.9488202,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,283,3,70,r,1,0.6277427,None,70,3,283,0,394.4427218,,,,,,,,,394.4269047,394.4427218,394.9257201,394.9257201,394.9257201,395.5598515,r,1,0.6277427,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,284,0,71,b,1,0.8330581,None,71,0,284,3,395.5760937,,,,,,,,,395.5617639,395.5760937,396.0591373,396.0591373,396.0591373,396.892632,b,1,0.8330581,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,285,1,71,b,1,0.7047994,None,71,1,285,1,396.9091478,,,,,,,,,396.8943002,396.9091478,397.3926155,397.3926155,397.3926155,398.1122344,b,1,0.7047994,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,286,2,71,r,1,0.6091194,None,71,2,286,2,398.1259925,,,,,,,,,398.1137773,398.1259925,398.6260923,398.6260923,398.6260923,399.2430238,r,1,0.6091194,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,287,3,71,r,1,0.5825826,None,71,3,287,0,399.2594487,,,,,,,,,399.244423,399.2594487,399.7424933,399.7424933,399.7424933,400.326646,r,1,0.5825826,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,288,0,72,r,1,5.9305123,None,72,0,288,2,400.3427582,,,,,,,,,400.3304623,400.3427582,400.8260411,400.8260411,400.8260411,406.7592829,r,1,5.9305123,None,405.8258377,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,289,1,72,b,1,0.6246749,None,72,1,289,3,406.7756627,,,,,,,,,406.7595644,406.7756627,407.2591388,407.2591388,407.2591388,407.8929486,b,1,0.6246749,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,290,2,72,b,1,0.8644011,None,72,2,290,1,407.9093392,,,,,,,,,407.8944243,407.9093392,408.3926123,408.3926123,408.3926123,409.2590618,b,1,0.8644011,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,291,3,72,r,1,0.6786409,None,72,3,291,0,409.2755864,,,,,,,,,409.2593714,409.2755864,409.7593,409.7593,409.7593,410.4425896,r,1,0.6786409,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,292,0,73,r,1,1.1426127,None,73,0,292,2,410.4590149,,,,,,,,,410.4444418,410.4590149,410.9422793,410.9422793,410.9422793,412.0927021,r,1,1.1426127,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,293,1,73,r,1,0.6059887,None,73,1,293,0,412.1089878,,,,,,,,,412.0944028,412.1089878,412.5923828,412.5923828,412.5923828,413.2091934,r,1,0.6059887,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,294,2,73,b,1,1.3332851,None,73,2,294,1,413.2255284,,,,,,,,,413.2094689,413.2255284,413.7087818,413.7087818,413.7087818,415.0425091,b,1,1.3332851,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,295,3,73,b,1,1.087767,None,73,3,295,3,415.0589282,,,,,,,,,415.0440054,415.0589282,415.5425162,415.5425162,415.5425162,416.6426345,b,1,1.087767,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,296,0,74,r,1,0.499141,None,74,0,296,0,416.6590448,,,,,,,,,416.644134,416.6590448,417.142285,417.142285,417.142285,417.6429526,r,1,0.499141,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,297,1,74,b,1,0.4012839,None,74,1,297,1,417.6599147,,,,,,,,,417.6432303,417.6599147,418.1418718,418.1418718,418.1418718,418.559336,b,1,0.4012839,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,298,2,74,r,1,0.9944761,None,74,2,298,2,418.5753263,,,,,,,,,418.5607841,418.5753263,419.0597951,419.0597951,419.0597951,420.0590773,r,1,0.9944761,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,299,3,74,b,1,0.5397784,None,74,3,299,3,420.0754748,,,,,,,,,420.0593399,420.0754748,420.5587418,420.5587418,420.5587418,421.1092065,b,1,0.5397784,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,300,0,75,b,1,0.61693,None,75,0,300,1,421.1255557,,,,,,,,,421.110895,421.1255557,421.6089517,421.6089517,421.6089517,422.2264262,b,1,0.61693,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,301,1,75,r,1,0.5122568,None,75,1,301,2,422.2419413,,,,,,,,,422.2286379,422.2419413,422.7420837,422.7420837,422.7420837,423.2590656,r,1,0.5122568,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,302,2,75,b,1,0.6129251,None,75,2,302,3,423.2757729,,,,,,,,,423.2593291,423.2757729,423.7591052,423.7591052,423.7591052,424.3760767,b,1,0.6129251,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,303,3,75,r,1,0.7351697,None,75,3,303,0,424.3923884,,,,,,,,,424.3776832,424.3923884,424.8754825,424.8754825,424.8754825,425.6255109,r,1,0.7351697,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,304,0,76,b,1,0.8930131,None,76,0,304,1,425.6421467,,,,,,,,,425.6257996,425.6421467,426.1252378,426.1252378,426.1252378,427.0259329,b,1,0.8930131,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,305,1,76,r,1,0.5944611,None,76,1,305,2,427.0419606,,,,,,,,,427.0274531,427.0419606,427.5251947,427.5251947,427.5251947,428.125988,r,1,0.5944611,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,306,2,76,b,1,0.6487751,None,76,2,306,3,428.1423062,,,,,,,,,428.1262594,428.1423062,428.6252172,428.6252172,428.6252172,429.2755553,b,1,0.6487751,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,307,3,76,r,1,0.8127747,None,76,3,307,0,429.2922981,,,,,,,,,429.2772649,429.2922981,429.7753346,429.7753346,429.7753346,430.5921314,r,1,0.8127747,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,308,0,77,b,1,0.5839108,None,77,0,308,1,430.6086924,,,,,,,,,430.5923984,430.6086924,431.091988,431.091988,431.091988,431.6763275,b,1,0.5839108,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,red,r,C,309,1,77,r,1,0.4559139,None,77,1,309,0,431.6919198,,,,,,,,,431.67661,431.6919198,432.1756214,432.1756214,432.1756214,432.6423835,r,1,0.4559139,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,red,r,I,310,2,77,r,1,1.1028615,None,77,2,310,2,432.6587026,,,,,,,,,432.6437904,432.6587026,433.1422606,433.1422606,433.1422606,434.2589451,r,1,1.1028615,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,311,3,77,b,1,0.816888,None,77,3,311,3,434.2754328,,,,,,,,,434.2592133,434.2754328,434.7584914,434.7584914,434.7584914,435.5757826,b,1,0.816888,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
RED,blue,b,I,312,0,78,b,1,0.8950069,None,78,0,312,1,435.5919536,,,,,,,,,435.5772755,435.5919536,436.0754078,436.0754078,436.0754078,436.9756447,b,1,0.8950069,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
BLUE,blue,b,C,313,1,78,b,1,0.6756692,None,78,1,313,3,436.9918307,,,,,,,,,436.9771234,436.9918307,437.475381,437.475381,437.475381,438.1588444,b,1,0.6756692,None,,,,,,595355,1,2025-08-26_23h16.46.933,Stroop task,,2025.1.1,60.05919434,2025-08-26 23h16.48.194506 +0530
