Image,corr_res1,target,corr_res2,ss_compat,sr_compat,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,thisRow.t,notes,instructions.started,text_2.started,key_resp_3.started,instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trial.started,fixation.started,image_prime.started,key_resp.started,fixation.stopped,trial.stopped,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,trial2.started,text.started,key_resp_2.started,trial2.stopped,trials_2.key_resp_2.keys,trials_2.key_resp_2.corr,trials_2.key_resp_2.rt,trials_2.key_resp_2.duration,begin.started,text_4.started,text_4.stopped,begin.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.key_resp_2.keys,trials.key_resp_2.corr,trials.key_resp_2.rt,trials.key_resp_2.duration,instructions2.started,text_3.started,key_resp_4.started,instructions2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trials_3.key_resp.keys,trials_3.key_resp.corr,trials_3.key_resp.rt,trials_3.key_resp.duration,trials_3.key_resp_2.keys,trials_3.key_resp_2.corr,trials_3.key_resp_2.rt,trials_3.key_resp_2.duration,trials_4.key_resp.keys,trials_4.key_resp.corr,trials_4.key_resp.rt,trials_4.key_resp.duration,trials_4.key_resp_2.keys,trials_4.key_resp_2.corr,trials_4.key_resp_2.rt,trials_4.key_resp_2.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002907399961259216,0.006368399946950376,0.006368399946950376,0.9578110000002198,space,0.9416984000126831,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382515,001,2025-11-24_16h32.26.496,soloProject,,2025.1.1,59.797918905611944,2025-11-24 16h32.27.759841 +0530,
Faces/CFD-IM-728-041-N.jpg,m,cigar,m,C,C,0,0,0,m,1,1.03965639998205,None,m,1,0.4931224000174552,None,0,0,0,7,,,,,,,,,,,,,1.05425909999758,,,,,,,,,1.0481587999965996,1.05425909999758,1.4654847999918275,1.4654847999918275,1.5653878999873996,2.5154522999655455,m,1,1.03965639998205,None,2.5180681999772787,3.014824999962002,3.014824999962002,3.515089299995452,m,1,0.4931224000174552,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382515,001,2025-11-24_16h32.26.496,soloProject,,2025.1.1,59.797918905611944,2025-11-24 16h32.27.759841 +0530,
Faces/CFD-IM-728-041-N.jpg,m,football,m,C,C,1,1,0,m,1,0.3099952000193298,None,m,1,0.4202780000050552,None,0,1,1,8,,,,,,,,,,,,,3.5687357999850065,,,,,,,,,3.5639276999863796,3.5687357999850065,4.015293799981009,4.015293799981009,4.0820701999473386,4.33239679998951,m,1,0.3099952000193298,None,4.333659399999306,4.831516599981114,4.831516599981114,5.265043299994431,m,1,0.4202780000050552,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382515,001,2025-11-24_16h32.26.496,soloProject,,2025.1.1,59.797918905611944,2025-11-24 16h32.27.759841 +0530,
Faces/CFD-IF-602-134-N.jpg,n,bowtie,m,I,C,2,2,0,n,1,0.41000929998699576,None,m,1,0.4257524000131525,None,0,2,2,5,,,,,,,,,,,,,5.319387299998198,,,,,,,,,5.31480269995518,5.319387299998198,5.765475899970625,5.765475899970625,5.832561399962287,6.182262699992862,n,1,0.41000929998699576,None,6.183442999958061,6.6814240999519825,6.6814240999519825,7.115731199970469,m,1,0.4257524000131525,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382515,001,2025-11-24_16h32.26.496,soloProject,,2025.1.1,59.797918905611944,2025-11-24 16h32.27.759841 +0530,
Faces/CFD-IM-731-223-N.jpg,m,jewelry,n,I,C,3,3,0,m,1,0.43246159999398515,None,n,1,0.8701599000487477,None,0,3,3,11,,,,,,,,,,,,,7.173649699951056,,,,,,,,,7.168800699990243,7.173649699951056,7.632131499995012,7.632131499995012,7.68195509997895,8.065674499957822,m,1,0.43246159999398515,None,8.069356699998025,8.565100399951916,8.565100399951916,9.448415899998508,n,1,0.8701599000487477,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382515,001,2025-11-24_16h32.26.496,soloProject,,2025.1.1,59.797918905611944,2025-11-24 16h32.27.759841 +0530,
Faces/CFD-IF-601-519-N.jpg,n,perfume,n,C,C,4,4,0,n,1,0.7218999000033364,None,n,1,0.465171099989675,None,0,4,4,0,,,,,,,,,,,,,9.501830599969253,,,,,,,,,9.49666789994808,9.501830599969253,9.948593999957666,9.948593999957666,10.017744499957189,10.682695899973623,n,1,0.7218999000033364,None,10.68404559994815,11.198409899952821,11.198409899952821,11.665150099957827,n,1,0.465171099989675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382515,001,2025-11-24_16h32.26.496,soloProject,,2025.1.1,59.797918905611944,2025-11-24 16h32.27.759841 +0530,
Faces/CFD-IM-731-223-N.jpg,m,lipstick,n,I,C,5,5,0,m,1,0.5563478999538347,None,n,1,0.5704155000275932,None,0,5,5,10,,,,,,,,,,,,,11.714125899947248,,,,,,,,,11.709358099964447,11.714125899947248,12.165125999948941,12.165125999948941,12.215248399996199,12.732102099980693,m,1,0.5563478999538347,None,12.733454299974255,13.23142009996809,13.23142009996809,13.815395099984016,n,1,0.5704155000275932,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382515,001,2025-11-24_16h32.26.496,soloProject,,2025.1.1,59.797918905611944,2025-11-24 16h32.27.759841 +0530,
Faces/CFD-IF-601-519-N.jpg,n,flower,n,C,C,6,6,0,n,1,0.45268740004394203,None,n,1,0.4839750000392087,None,0,6,6,2,,,,,,,,,,,,,13.861910699983127,,,,,,,,,13.857282799959648,13.861910699983127,14.315073399979156,14.315073399979156,14.365222199994605,14.781829899991862,n,1,0.45268740004394203,None,14.783178899961058,15.281488699954934,15.281488699954934,15.781767899985425,n,1,0.4839750000392087,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382515,001,2025-11-24_16h32.26.496,soloProject,,2025.1.1,59.797918905611944,2025-11-24 16h32.27.759841 +0530,
Faces/CFD-IF-601-519-N.jpg,n,doll,n,C,C,7,7,0,n,1,0.3860677999909967,None,n,1,0.4376567000290379,None,0,7,7,1,,,,,,,,,,,,,15.827638099959586,,,,,,,,,15.823232499998994,15.827638099959586,16.28174109995598,16.28174109995598,16.3317649999517,16.682575299986638,n,1,0.3860677999909967,None,16.683766299975105,17.197935099946335,17.197935099946335,17.648099099984393,n,1,0.4376567000290379,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382515,001,2025-11-24_16h32.26.496,soloProject,,2025.1.1,59.797918905611944,2025-11-24 16h32.27.759841 +0530,
Faces/CFD-IF-602-134-N.jpg,n,beer,m,I,C,8,8,0,n,1,0.37470039998879656,None,n,0,0.3834173000068404,None,0,8,8,3,,,,,,,,,,,,,17.699895999976434,,,,,,,,,17.695421299955342,17.699895999976434,18.14803819998633,18.14803819998633,18.215394200000446,18.532090799999423,n,1,0.37470039998879656,None,18.5333567999769,19.031289199949242,19.031289199949242,19.41562659997726,n,0,0.3834173000068404,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382515,001,2025-11-24_16h32.26.496,soloProject,,2025.1.1,59.797918905611944,2025-11-24 16h32.27.759841 +0530,
